Timestamp,Latitude,Longitude,Altitude
1694601579135149367,-34.3957412436354,-70.80957343162886,404.61962791117065
1694601579225971585,-34.39574162574723,-70.80957345944974,404.63148991852614
1694601579319265361,-34.39574197600903,-70.80957349741342,404.6378597173611
1694601579399839639,-34.39574228770054,-70.809573484127,404.6588873578844
1694601579492540815,-34.395742620380304,-70.80957352518908,404.6680630007191
1694601579649099815,-34.395742942613886,-70.80957358854442,404.6837056401787
1694601579729564813,-34.39574331493977,-70.80957358366534,404.7182057671601
1694601579829737437,-34.39574369893137,-70.80957359705664,404.7374585442846
1694601579930460585,-34.39574411471986,-70.80957364654464,404.72903734857283
1694601580020985305,-34.39574447686901,-70.80957365609942,404.7337241170214
1694601580095012154,-34.39574488376471,-70.8095736343802,404.73229577326674
1694601580225835003,-34.39574527422991,-70.80957364884027,404.7308199631938
1694601580322828808,-34.3957456295264,-70.80957366678541,404.7452648289576
